"","effectname","beta","se","percentage_increase_or_decrease_on_treatment","real.effect.value","pval","ci.lb","ci.ub","I2_total","I2_study","I2_study_experiment","I2_study_experiment_duration","I2_Effect_ID","I2_Species","I2_Phylogeny","R2_marginal_fixed","R2_conditional_fixed_random","Moderator_significance_stat","Moderator_significance_pval","AIC"
"intrcpt","intrcpt",142.741970537826,126.204604030489,9818612952491758961840004448666864826884206600664422848040086828,98186129524917584584804402266000422086428084462206640404448284,0.258039872776722,-104.61450804507,390.098449120723,29.3232105933035,19.0136496115341,0.000313611340550634,0.000313615000807141,2.60265048317189,4.99870048850103,2.70758278375507,30.7526108077994,93.8537851997478,27.8429505482137,0.0149262884671925,1355.59281570964
"Feature_FunctionalGroup_ClassificationMovement_Algae_NIS","Feature_FunctionalGroup_ClassificationMovement_Algae_NIS",0.00361949883752434,0.306125744931789,0.362605713363617,1.00362605713364,0.990566376719299,-0.596375935969276,0.603614933644325,29.3232105933035,19.0136496115341,0.000313611340550634,0.000313615000807141,2.60265048317189,4.99870048850103,2.70758278375507,30.7526108077994,93.8537851997478,27.8429505482137,0.0149262884671925,1355.59281570964
"Feature_FunctionalGroup_ClassificationMovement_Ascidians_N","Feature_FunctionalGroup_ClassificationMovement_Ascidians_N",0.7829377122238,0.550148255303803,118.789022568281,2.18789022568281,0.154695720091507,-0.295333054329202,1.8612084787768,29.3232105933035,19.0136496115341,0.000313611340550634,0.000313615000807141,2.60265048317189,4.99870048850103,2.70758278375507,30.7526108077994,93.8537851997478,27.8429505482137,0.0149262884671925,1355.59281570964
"Feature_FunctionalGroup_ClassificationMovement_Ascidians_NIS","Feature_FunctionalGroup_ClassificationMovement_Ascidians_NIS",0.917026046177505,0.354509981193332,150.183896178297,2.50183896178297,0.0096887958408176,0.222199250878602,1.61185284147641,29.3232105933035,19.0136496115341,0.000313611340550634,0.000313615000807141,2.60265048317189,4.99870048850103,2.70758278375507,30.7526108077994,93.8537851997478,27.8429505482137,0.0149262884671925,1355.59281570964
"Feature_FunctionalGroup_ClassificationMovement_Barnacles_N","Feature_FunctionalGroup_ClassificationMovement_Barnacles_N",0.573611894545957,0.353977438491386,77.4665393665362,1.77466539366536,0.105130095498256,-0.120171136236902,1.26739492532882,29.3232105933035,19.0136496115341,0.000313611340550634,0.000313615000807141,2.60265048317189,4.99870048850103,2.70758278375507,30.7526108077994,93.8537851997478,27.8429505482137,0.0149262884671925,1355.59281570964
"Feature_FunctionalGroup_ClassificationMovement_Barnacles_NIS","Feature_FunctionalGroup_ClassificationMovement_Barnacles_NIS",0.74512131555589,0.511158812379201,110.669699459573,2.10669699459573,0.144920492711719,-0.256731547087611,1.74697417819939,29.3232105933035,19.0136496115341,0.000313611340550634,0.000313615000807141,2.60265048317189,4.99870048850103,2.70758278375507,30.7526108077994,93.8537851997478,27.8429505482137,0.0149262884671925,1355.59281570964
"Feature_FunctionalGroup_ClassificationMovement_Bryozoans_N","Feature_FunctionalGroup_ClassificationMovement_Bryozoans_N",-0.0428067117431457,0.373832284118611,-4.19034390150569,0.958096560984943,0.908835265007353,-0.775504524873968,0.689891101387677,29.3232105933035,19.0136496115341,0.000313611340550634,0.000313615000807141,2.60265048317189,4.99870048850103,2.70758278375507,30.7526108077994,93.8537851997478,27.8429505482137,0.0149262884671925,1355.59281570964
"Feature_FunctionalGroup_ClassificationMovement_Bryozoans_NIS","Feature_FunctionalGroup_ClassificationMovement_Bryozoans_NIS",0.0376297179411151,0.311786832005609,3.8346680539769,1.03834668053977,0.903936160282121,-0.573461243643719,0.648720679525949,29.3232105933035,19.0136496115341,0.000313611340550634,0.000313615000807141,2.60265048317189,4.99870048850103,2.70758278375507,30.7526108077994,93.8537851997478,27.8429505482137,0.0149262884671925,1355.59281570964
"Feature_FunctionalGroup_ClassificationMovement_Polychaetes_N","Feature_FunctionalGroup_ClassificationMovement_Polychaetes_N",-0.0383389678190523,0.483158213101004,-3.76133325135315,0.962386667486469,0.936753638819099,-0.985311664331749,0.908633728693644,29.3232105933035,19.0136496115341,0.000313611340550634,0.000313615000807141,2.60265048317189,4.99870048850103,2.70758278375507,30.7526108077994,93.8537851997478,27.8429505482137,0.0149262884671925,1355.59281570964
"Feature_FunctionalGroup_ClassificationMovement_Polychaetes_NIS","Feature_FunctionalGroup_ClassificationMovement_Polychaetes_NIS",-0.219516277665692,0.392657782323921,-19.7092911866502,0.802907088133498,0.576125955491907,-0.989111389269945,0.550078833938561,29.3232105933035,19.0136496115341,0.000313611340550634,0.000313615000807141,2.60265048317189,4.99870048850103,2.70758278375507,30.7526108077994,93.8537851997478,27.8429505482137,0.0149262884671925,1355.59281570964
"Feature_FunctionalGroup_ClassificationOrientation_Bryozoans_N","Feature_FunctionalGroup_ClassificationOrientation_Bryozoans_N",1.24565324012853,0.937163135381053,247.520420086291,3.47520420086291,0.183790441717902,-0.591152752856964,3.08245923311403,29.3232105933035,19.0136496115341,0.000313611340550634,0.000313615000807141,2.60265048317189,4.99870048850103,2.70758278375507,30.7526108077994,93.8537851997478,27.8429505482137,0.0149262884671925,1355.59281570964
"Feature_FunctionalGroup_ClassificationOrientation_Bryozoans_NIS","Feature_FunctionalGroup_ClassificationOrientation_Bryozoans_NIS",0.903756137577011,0.944941347226127,146.885909131235,2.46885909131235,0.338862577855369,-0.948294870488956,2.75580714564298,29.3232105933035,19.0136496115341,0.000313611340550634,0.000313615000807141,2.60265048317189,4.99870048850103,2.70758278375507,30.7526108077994,93.8537851997478,27.8429505482137,0.0149262884671925,1355.59281570964
