"","effectname","beta","se","percentage_increase_or_decrease_on_treatment","real.effect.value","pval","ci.lb","ci.ub","I2_total","I2_study","I2_study_experiment","I2_study_experiment_duration","I2_Effect_ID","I2_Species","I2_Phylogeny","R2_marginal_fixed","R2_conditional_fixed_random","Moderator_significance_stat","Moderator_significance_pval","AIC"
"Feature_FunctionalGroup_ClassificationMovement_Algae_N","Feature_FunctionalGroup_ClassificationMovement_Algae_N",0.485884109319443,1.90893486808221,62.5611592060685,1.62561159206068,0.799084949905179,-3.25555948095441,4.2273276995933,99.9999299727629,17.2359027712926,0.839289491497251,0.0000396296894916815,22.8822208970603,9.53910610978007,8.83518595661796,36.2851907944295,85.4206264039083,57.6163980931845,0.0000499744668116075,4834.77087892075
"Feature_FunctionalGroup_ClassificationMovement_Algae_NIS","Feature_FunctionalGroup_ClassificationMovement_Algae_NIS",0.6582364431027,1.98571099223982,93.1383224998621,1.93138322499862,0.74027701516358,-3.23368558539264,4.55015847159804,99.9999299727629,17.2359027712926,0.839289491497251,0.0000396296894916815,22.8822208970603,9.53910610978007,8.83518595661796,36.2851907944295,85.4206264039083,57.6163980931845,0.0000499744668116075,4834.77087892075
"Feature_FunctionalGroup_ClassificationMovement_Ascidians_N","Feature_FunctionalGroup_ClassificationMovement_Ascidians_N",4.34355748211047,1.97831063757169,7598.09110063301,76.9809110063301,0.0281213595215694,0.466139882237482,8.22097508198345,99.9999299727629,17.2359027712926,0.839289491497251,0.0000396296894916815,22.8822208970603,9.53910610978007,8.83518595661796,36.2851907944295,85.4206264039083,57.6163980931845,0.0000499744668116075,4834.77087892075
"Feature_FunctionalGroup_ClassificationMovement_Ascidians_NIS","Feature_FunctionalGroup_ClassificationMovement_Ascidians_NIS",3.45951668729346,1.79164390513418,3080.16026811181,31.8016026811181,0.0534932475806345,-0.0520408398902346,6.97107421447715,99.9999299727629,17.2359027712926,0.839289491497251,0.0000396296894916815,22.8822208970603,9.53910610978007,8.83518595661796,36.2851907944295,85.4206264039083,57.6163980931845,0.0000499744668116075,4834.77087892075
"Feature_FunctionalGroup_ClassificationMovement_Barnacles_N","Feature_FunctionalGroup_ClassificationMovement_Barnacles_N",0.348223990564114,1.97589262773689,41.6549507930654,1.41654950793065,0.860108309900523,-3.5244543971184,4.22090237824663,99.9999299727629,17.2359027712926,0.839289491497251,0.0000396296894916815,22.8822208970603,9.53910610978007,8.83518595661796,36.2851907944295,85.4206264039083,57.6163980931845,0.0000499744668116075,4834.77087892075
"Feature_FunctionalGroup_ClassificationMovement_Barnacles_NIS","Feature_FunctionalGroup_ClassificationMovement_Barnacles_NIS",0.236128686687331,2.08217110637163,26.6337260428978,1.26633726042898,0.909709448305333,-3.84485169145097,4.31710906482563,99.9999299727629,17.2359027712926,0.839289491497251,0.0000396296894916815,22.8822208970603,9.53910610978007,8.83518595661796,36.2851907944295,85.4206264039083,57.6163980931845,0.0000499744668116075,4834.77087892075
"Feature_FunctionalGroup_ClassificationMovement_Bryozoans_N","Feature_FunctionalGroup_ClassificationMovement_Bryozoans_N",-0.435479376107466,1.72321623569216,-35.3045541779272,0.646954458220728,0.800489897511832,-3.81292113563879,2.94196238342386,99.9999299727629,17.2359027712926,0.839289491497251,0.0000396296894916815,22.8822208970603,9.53910610978007,8.83518595661796,36.2851907944295,85.4206264039083,57.6163980931845,0.0000499744668116075,4834.77087892075
"Feature_FunctionalGroup_ClassificationMovement_Bryozoans_NIS","Feature_FunctionalGroup_ClassificationMovement_Bryozoans_NIS",-1.07721131204465,1.68450315913873,-65.9456126694747,0.340543873305253,0.522508700516813,-4.37877683580051,2.22435421171121,99.9999299727629,17.2359027712926,0.839289491497251,0.0000396296894916815,22.8822208970603,9.53910610978007,8.83518595661796,36.2851907944295,85.4206264039083,57.6163980931845,0.0000499744668116075,4834.77087892075
"Feature_FunctionalGroup_ClassificationMovement_Polychaetes_N","Feature_FunctionalGroup_ClassificationMovement_Polychaetes_N",0.515198840700221,2.05576724025555,67.3971322337182,1.67397132233718,0.802114516418153,-3.51403091079795,4.5444285921984,99.9999299727629,17.2359027712926,0.839289491497251,0.0000396296894916815,22.8822208970603,9.53910610978007,8.83518595661796,36.2851907944295,85.4206264039083,57.6163980931845,0.0000499744668116075,4834.77087892075
"Feature_FunctionalGroup_ClassificationMovement_Polychaetes_NIS","Feature_FunctionalGroup_ClassificationMovement_Polychaetes_NIS",-0.340305690522229,2.14329707043952,-28.8447225426159,0.711552774573841,0.873844786565877,-4.5410907567539,3.86047937570944,99.9999299727629,17.2359027712926,0.839289491497251,0.0000396296894916815,22.8822208970603,9.53910610978007,8.83518595661796,36.2851907944295,85.4206264039083,57.6163980931845,0.0000499744668116075,4834.77087892075
"Feature_FunctionalGroup_ClassificationOrientation_Algae_N","Feature_FunctionalGroup_ClassificationOrientation_Algae_N",-0.7647966727466,1.88482690745299,-53.4571444336025,0.465428555663975,0.684915323349763,-4.45898952844647,2.92939618295327,99.9999299727629,17.2359027712926,0.839289491497251,0.0000396296894916815,22.8822208970603,9.53910610978007,8.83518595661796,36.2851907944295,85.4206264039083,57.6163980931845,0.0000499744668116075,4834.77087892075
"Feature_FunctionalGroup_ClassificationOrientation_Algae_NIS","Feature_FunctionalGroup_ClassificationOrientation_Algae_NIS",1.82023987029262,2.14588701647995,517.333907294759,6.17333907294759,0.396301037969269,-2.38562139690019,6.02610113748543,99.9999299727629,17.2359027712926,0.839289491497251,0.0000396296894916815,22.8822208970603,9.53910610978007,8.83518595661796,36.2851907944295,85.4206264039083,57.6163980931845,0.0000499744668116075,4834.77087892075
